,ans(1000),ans(100),ans(10),ans(1),+/-
1149,0,5,4,3,0
1150,0,6,9,6,0
1151,1,7,0,4,0
1152,0,6,1,8,0
1153,1,5,6,6,0
1154,1,6,1,9,0
1155,0,5,8,0,0
1156,1,3,9,1,0
1157,0,8,9,8,0
1158,1,1,6,8,0
1159,1,0,3,5,0
1160,0,6,3,5,0
1161,1,6,9,9,0
1162,0,6,1,2,0
1163,0,7,0,4,0
1164,1,7,4,5,0
1165,0,9,8,2,0
1166,1,4,4,0,0
1167,1,7,7,2,0
1168,0,8,5,7,0
1169,1,2,7,7,0
1170,0,9,5,0,0
1171,1,0,2,9,0
1172,0,8,9,6,0
1173,1,5,4,5,0
1174,0,7,1,0,0
1175,1,0,5,7,0
1176,0,9,4,9,0
1177,0,7,8,9,0
1178,0,5,1,4,0
1179,1,0,2,9,0
1180,1,3,5,5,0
1181,1,0,1,3,0
1182,0,8,7,7,0
1183,0,8,6,1,0
1184,0,1,8,4,0
1185,0,7,0,5,0
1186,0,4,2,6,0
1187,1,4,3,5,0
1188,1,4,9,3,0
1189,0,7,5,2,0
1190,0,2,9,6,0
1191,0,9,1,2,0
1192,0,7,5,7,0
1193,0,8,1,5,0
1194,1,1,1,9,0
1195,1,2,3,9,0
1196,0,5,7,5,0
1197,0,6,4,8,0
1198,0,8,4,8,0
1199,0,5,6,4,0
1200,0,8,1,3,0
1201,1,1,8,3,0
1202,0,9,0,7,0
1203,0,0,8,6,0
1204,1,0,9,8,0
1205,1,5,3,6,0
1206,0,8,4,4,0
1207,1,2,2,0,0
1208,0,8,4,2,0
1209,0,1,5,1,0
1210,0,6,9,1,0
1211,0,4,5,0,0
1212,0,7,3,5,0
1213,0,8,3,0,0
1214,1,1,2,2,0
1215,0,4,1,6,0
1216,1,5,7,6,0
1217,0,6,8,2,0
1218,1,4,9,5,0
1219,0,5,8,9,0
1220,0,6,4,5,0
1221,1,1,5,3,0
1222,1,5,5,4,0
1223,1,5,9,6,0
1224,1,0,6,2,0
1225,1,4,3,5,0
1226,1,5,8,3,0
1227,1,3,7,9,0
1228,1,0,9,6,0
1229,0,6,2,3,0
1230,1,2,8,8,0
1231,1,0,8,9,0
1232,1,3,2,9,0
1233,1,0,3,3,0
1234,1,1,5,4,0
1235,0,6,1,0,0
1236,1,4,3,1,0
1237,1,1,7,6,0
1238,1,2,7,6,0
1239,0,8,9,8,0
1240,1,0,8,3,0
1241,1,1,4,9,0
1242,0,6,2,9,0
1243,0,9,0,1,0
1244,1,2,3,1,0
1245,1,0,1,7,0
1246,1,4,5,4,0
1247,0,7,8,8,0
1248,1,1,1,7,0
1249,1,2,5,9,0
1250,0,9,2,1,0
1251,0,6,4,1,0
1252,0,9,5,2,0
1253,0,1,7,6,0
1254,1,2,1,5,0
1255,0,4,0,7,0
1256,1,0,2,0,0
1257,1,2,9,1,0
1258,0,3,0,9,0
1259,0,1,0,6,0
1260,1,1,6,3,0
1261,1,2,8,2,0
1262,1,1,3,6,0
1263,0,4,6,1,0
1264,0,4,0,9,0
1265,0,3,6,2,0
1266,1,1,6,2,0
1267,0,5,7,7,0
1268,1,1,7,8,0
1269,0,6,3,1,0
1270,1,0,7,8,0
1271,1,1,0,4,0
1272,0,8,0,8,0
1273,1,6,9,0,0
1274,1,0,5,9,0
1275,1,0,3,1,0
1276,0,5,7,5,0
1277,1,4,4,5,0
1278,1,3,7,5,0
1279,1,3,6,4,0
1280,0,6,7,7,0
1281,0,8,4,8,0
1282,1,2,4,6,0
1283,0,9,4,4,0
1284,0,9,6,7,0
1285,0,4,9,3,0
1286,1,0,6,4,0
1287,0,7,6,0,0
1288,0,4,4,0,0
1289,1,7,2,0,0
1290,1,1,1,4,0
1291,0,8,9,8,0
1292,0,7,9,6,0
1293,1,7,2,6,0
1294,0,3,0,9,0
1295,0,5,8,1,0
1296,1,5,6,9,0
1297,0,8,5,1,0
1298,1,6,6,8,0
1299,0,5,7,5,0
1300,0,6,3,6,0
1301,1,2,8,0,0
1302,0,3,0,5,0
1303,1,1,8,7,0
1304,0,7,2,3,0
1305,1,4,7,0,0
1306,0,7,5,1,0
1307,0,4,2,8,0
1308,1,0,5,5,0
1309,1,8,3,3,0
1310,1,5,8,7,0
1311,0,6,4,2,0
1312,0,3,5,3,0
1313,1,3,4,3,0
1314,1,1,4,8,0
1315,1,3,8,2,0
1316,0,9,6,6,0
1317,0,3,4,8,0
1318,0,5,7,9,0
1319,1,3,7,1,0
1320,0,3,1,0,0
1321,0,7,6,7,0
1322,1,0,1,5,0
1323,1,3,0,3,0
1324,0,2,0,4,0
1325,0,4,8,9,0
1326,1,2,8,5,0
1327,0,4,6,3,0
1328,1,0,0,3,0
1329,1,0,5,7,0
1330,0,8,9,6,0
1331,0,8,6,2,0
1332,0,9,5,7,0
1333,0,8,3,4,0
1334,1,1,1,4,0
1335,1,0,5,7,0
1336,0,9,0,9,0
1337,1,3,3,5,0
1338,1,3,6,5,0
1339,0,5,5,5,0
1340,0,9,1,9,0
1341,1,3,2,5,0
1342,1,2,3,5,0
1343,1,3,8,5,0
1344,1,2,2,3,0
1345,0,7,6,9,0
1346,1,8,4,9,0
1347,0,8,7,9,0
1348,1,1,0,5,0
1349,0,7,0,2,0
1350,0,9,2,1,0
1351,1,1,7,4,0
1352,1,1,3,1,0
1353,1,4,6,7,0
1354,1,1,2,8,0
1355,1,0,5,1,0
1356,1,7,6,2,0
1357,1,2,8,7,0
1358,1,2,2,6,0
1359,0,6,6,4,0
1360,0,9,0,4,0
1361,1,1,6,1,0
1362,0,9,4,9,0
1363,0,5,0,5,0
1364,0,9,4,6,0
1365,0,9,2,9,0
1366,1,2,5,0,0
1367,0,8,8,7,0
1368,1,1,4,5,0
1369,1,2,0,4,0
1370,1,1,4,6,0
1371,0,4,8,2,0
1372,1,6,0,1,0
1373,1,0,5,5,0
1374,0,7,7,4,0
1375,1,4,0,2,0
1376,0,5,4,6,0
1377,0,9,8,0,0
1378,1,1,5,7,0
1379,0,4,8,0,0
1380,1,1,3,6,0
1381,0,7,4,8,0
1382,1,3,0,7,0
1383,0,6,2,0,0
1384,0,8,6,2,0
1385,1,7,7,5,0
1386,1,0,2,9,0
1387,1,7,9,1,0
1388,0,7,6,3,0
1389,0,9,5,4,0
1390,1,4,2,7,0
1391,0,7,7,9,0
1392,1,1,6,6,0
1393,1,1,2,6,0
1394,1,6,2,3,0
1395,0,7,4,4,0
1396,1,2,2,3,0
1397,1,0,9,7,0
1398,0,7,6,1,0
1399,1,1,0,0,0
1400,1,3,0,8,0
1401,1,0,2,0,0
1402,0,5,3,2,0
1403,0,7,2,6,0
1404,0,1,9,9,0
1405,1,1,1,9,0
1406,0,6,9,2,0
1407,1,0,2,7,0
1408,0,9,2,9,0
1409,0,2,3,2,0
1410,1,2,9,7,0
1411,1,3,2,6,0
1412,1,4,9,1,0
1413,0,6,1,6,0
1414,1,1,3,9,0
1415,0,8,3,4,0
1416,0,8,1,2,0
1417,0,7,0,5,0
1418,1,7,5,8,0
1419,0,4,5,0,0
1420,1,7,3,2,0
1421,0,3,5,0,0
1422,0,5,2,9,0
1423,0,5,6,8,0
1424,1,2,8,2,0
1425,0,9,8,3,0
1426,1,6,2,4,0
1427,0,3,8,7,0
1428,1,3,8,8,0
1429,1,7,1,1,0
1430,1,1,6,0,0
1431,0,1,7,7,0
1432,1,4,7,9,0
1433,1,2,6,5,0
1434,0,6,8,0,0
1435,0,8,3,6,0
1436,0,7,2,7,0
1437,1,1,0,2,0
1438,1,7,3,7,0
1439,0,6,1,5,0
1440,0,9,4,7,0
1441,0,8,3,1,0
1442,1,6,9,1,0
1443,1,1,1,7,0
1444,0,6,8,9,0
1445,1,3,7,4,0
1446,1,1,0,9,0
1447,0,4,7,2,0
1448,1,5,4,0,0
1449,1,4,1,3,0
1450,1,0,8,0,0
1451,1,2,2,9,0
1452,1,2,8,3,0
1453,1,7,9,4,0
1454,1,5,7,7,0
1455,1,3,3,7,0
1456,0,5,2,9,0
1457,0,5,2,6,0
1458,0,9,0,1,0
1459,0,5,0,2,0
1460,0,9,6,9,0
1461,1,3,4,1,0
1462,1,2,5,9,0
1463,1,2,7,2,0
1464,1,0,2,6,0
1465,1,5,4,2,0
1466,1,1,3,8,0
1467,0,7,8,6,0
1468,0,2,3,4,0
1469,1,1,6,6,0
1470,0,9,3,6,0
1471,1,3,6,4,0
1472,1,6,4,7,0
1473,0,9,2,9,0
1474,0,6,4,7,0
1475,0,3,9,4,0
1476,1,4,8,8,0
1477,1,4,3,6,0
1478,1,1,6,6,0
1479,1,3,8,4,0
1480,0,9,5,7,0
1481,1,7,7,5,0
1482,0,2,1,9,0
1483,1,1,7,3,0
1484,0,5,7,7,0
1485,1,0,7,2,0
1486,0,9,5,1,0
1487,0,9,4,1,0
1488,0,1,8,0,0
1489,1,3,6,2,0
1490,1,6,5,0,0
1491,0,2,0,4,0
1492,1,6,7,7,0
1493,0,8,4,9,0
1494,1,1,9,0,0
1495,0,2,3,1,0
1496,1,1,4,9,0
1497,0,7,4,0,0
1498,1,2,5,3,0
1499,1,0,8,9,0
1500,1,3,8,5,0
1501,1,3,9,1,0
1502,0,7,7,9,0
1503,1,0,2,3,0
1504,1,0,8,5,0
1505,1,0,3,2,0
1506,0,6,0,0,0
1507,1,8,7,6,0
1508,1,0,9,2,0
1509,0,6,2,4,0
1510,1,0,4,8,0
1511,1,6,2,2,0
1512,1,5,2,9,0
1513,0,9,1,8,0
1514,0,9,7,1,0
1515,1,3,5,7,0
1516,0,7,6,8,0
1517,0,6,8,1,0
1518,1,2,8,3,0
1519,1,0,2,2,0
1520,1,8,3,3,0
1521,1,7,1,4,0
1522,0,8,5,0,0
1523,0,8,0,1,0
1524,1,3,2,5,0
1525,0,7,1,3,0
1526,1,4,0,6,0
1527,0,5,6,5,0
1528,1,3,1,4,0
1529,0,6,7,3,0
1530,1,5,0,7,0
1531,0,5,0,5,0
1532,0,7,0,3,0
1533,0,7,8,9,0
1534,1,7,1,2,0
1535,0,1,7,2,0
1536,0,7,3,9,0
1537,1,2,3,9,0
1538,0,9,6,4,0
1539,0,8,1,4,0
1540,0,2,3,8,0
1541,0,7,8,0,0
1542,1,3,3,6,0
1543,0,6,6,0,0
1544,0,9,3,4,0
1545,0,7,1,8,0
1546,1,0,1,0,0
1547,1,1,7,5,0
1548,0,9,4,0,0
1549,1,3,8,3,0
1550,0,9,4,7,0
1551,0,4,5,2,0
1552,1,0,0,8,0
1553,1,0,6,2,0
1554,0,8,0,1,0
1555,1,6,5,7,0
1556,1,0,7,4,0
1557,0,5,6,0,0
1558,0,5,2,8,0
1559,1,7,0,7,0
1560,1,6,4,1,0
1561,1,1,4,4,0
1562,1,5,4,5,0
1563,1,5,2,9,0
1564,1,0,5,0,0
1565,1,1,1,1,0
1566,1,1,3,3,0
1567,1,2,2,6,0
1568,1,2,3,9,0
1569,1,9,3,0,0
1570,0,7,6,0,0
1571,0,2,9,9,0
1572,1,1,6,6,0
1573,0,4,8,8,0
1574,1,5,9,3,0
1575,1,4,5,4,0
1576,1,2,2,5,0
1577,0,6,9,2,0
1578,1,2,5,2,0
1579,0,9,2,7,0
1580,1,0,5,8,0
1581,1,0,8,5,0
1582,0,2,8,4,0
1583,1,8,4,6,0
1584,1,2,0,4,0
1585,1,3,4,1,0
1586,0,7,7,5,0
1587,0,9,9,8,0
1588,0,9,6,2,0
1589,1,1,7,7,0
1590,0,8,9,5,0
1591,1,0,8,6,0
1592,0,6,8,1,0
1593,1,1,4,0,0
1594,0,4,3,5,0
1595,1,4,5,6,0
1596,1,0,0,2,0
1597,0,8,2,6,0
1598,1,3,5,0,0
1599,1,0,8,8,0
1600,1,1,1,6,0
1601,1,1,0,3,0
1602,1,5,9,4,0
1603,0,8,9,9,0
1604,0,9,0,7,0
1605,0,3,9,8,0
1606,1,0,5,6,0
1607,0,9,5,3,0
1608,1,2,9,6,0
1609,1,5,1,2,0
1610,0,5,5,0,0
1611,1,4,0,4,0
1612,1,3,7,8,0
1613,0,9,2,5,0
1614,0,3,7,3,0
1615,0,3,4,7,0
1616,0,6,2,2,0
1617,0,3,4,8,0
1618,1,1,5,4,0
1619,1,2,2,0,0
1620,0,8,8,9,0
1621,0,6,7,5,0
1622,0,5,9,1,0
1623,0,5,8,4,0
1624,1,2,4,6,0
1625,0,7,5,9,0
1626,0,4,8,9,0
1627,1,6,0,2,0
1628,1,0,6,2,0
1629,0,7,1,4,0
1630,1,6,5,3,0
1631,0,0,7,8,0
1632,1,1,9,3,0
1633,1,3,4,4,0
1634,1,1,6,5,0
1635,1,2,3,4,0
1636,1,2,2,0,0
1637,0,9,8,2,0
1638,0,5,9,8,0
1639,1,6,8,9,0
1640,1,8,6,1,0
1641,1,1,5,2,0
1642,1,3,8,0,0
1643,0,7,6,3,0
1644,0,5,5,6,0
1645,0,7,5,4,0
1646,1,0,2,5,0
1647,0,4,3,5,0
1648,0,8,0,6,0
1649,0,5,3,5,0
1650,1,5,2,3,0
1651,0,8,9,8,0
1652,0,7,7,6,0
1653,0,5,0,1,0
1654,1,2,7,7,0
1655,0,6,2,3,0
1656,0,7,6,8,0
1657,1,9,1,1,0
1658,0,3,5,3,0
1659,1,0,8,1,0
1660,0,2,1,5,0
1661,1,3,7,5,0
1662,0,9,2,6,0
1663,0,9,5,4,0
1664,1,3,8,9,0
1665,0,6,7,8,0
1666,0,7,2,4,0
1667,1,1,3,3,0
1668,0,5,2,2,0
1669,0,6,0,6,0
1670,0,8,4,3,0
1671,1,3,8,9,0
1672,0,7,7,5,0
1673,0,6,9,0,0
1674,1,7,2,3,0
1675,0,9,7,7,0
1676,1,5,8,4,0
1677,1,1,8,1,0
1678,1,1,0,9,0
1679,0,4,6,2,0
1680,1,1,8,4,0
1681,1,7,5,3,0
1682,0,9,8,2,0
1683,0,6,8,4,0
1684,1,1,2,6,0
1685,0,3,4,9,0
1686,0,9,2,6,0
1687,1,1,5,1,0
1688,1,1,7,2,0
1689,0,2,0,3,0
1690,0,5,4,6,0
1691,0,6,3,0,0
1692,0,6,1,5,0
1693,0,7,4,6,0
1694,0,7,0,1,0
1695,0,6,9,6,0
1696,0,2,4,9,0
1697,0,7,8,1,0
1698,0,8,7,2,0
1699,1,3,7,9,0
1700,1,2,4,9,0
1701,1,8,5,8,0
1702,1,4,0,7,0
1703,1,5,0,4,0
1704,1,6,2,4,0
1705,1,0,0,2,0
1706,0,8,3,6,0
1707,1,0,9,7,0
1708,0,5,9,7,0
1709,0,7,5,9,0
1710,1,1,4,8,0
1711,0,8,8,9,0
1712,0,6,1,3,0
1713,1,0,3,9,0
1714,0,5,1,6,0
1715,1,7,7,2,0
1716,0,7,1,9,0
1717,0,5,5,0,0
1718,0,5,7,6,0
1719,0,4,5,0,0
1720,0,9,7,4,0
1721,0,4,8,4,0
1722,0,5,6,3,0
1723,0,0,4,6,0
1724,0,4,4,9,0
1725,1,2,5,5,0
1726,0,2,1,4,0
1727,1,3,7,5,0
1728,0,8,8,8,0
1729,1,3,1,5,0
1730,1,4,6,8,0
1731,1,6,6,7,0
1732,0,2,0,9,0
1733,1,6,6,6,0
1734,0,9,6,1,0
1735,1,4,7,7,0
1736,0,5,8,6,0
1737,1,6,2,6,0
1738,1,1,0,1,0
1739,1,3,7,8,0
1740,0,3,1,3,0
1741,1,0,2,1,0
1742,1,3,5,1,0
1743,0,2,0,7,0
1744,0,4,9,6,0
1745,0,8,5,3,0
1746,0,3,4,2,0
1747,0,7,8,1,0
1748,0,8,4,9,0
1749,0,6,7,3,0
1750,1,0,4,5,0
1751,1,1,5,3,0
1752,0,9,9,4,0
1753,1,2,2,1,0
1754,0,1,5,2,0
1755,0,9,3,4,0
1756,1,1,7,5,0
1757,0,6,8,7,0
1758,0,3,9,2,0
1759,0,3,1,9,0
1760,1,1,6,3,0
1761,1,4,5,2,0
1762,0,9,2,1,0
1763,1,5,3,6,0
1764,0,6,4,0,0
1765,0,7,2,2,0
1766,1,2,2,1,0
1767,0,8,9,0,0
1768,1,0,6,4,0
1769,1,5,2,0,0
1770,1,0,5,7,0
1771,0,5,3,6,0
1772,1,5,8,5,0
1773,1,7,9,5,0
1774,0,9,8,4,0
1775,1,3,3,4,0
1776,1,0,1,5,0
1777,0,7,0,1,0
1778,0,5,8,4,0
1779,0,9,5,8,0
1780,0,5,8,3,0
1781,1,7,3,5,0
1782,1,6,6,0,0
1783,1,4,6,4,0
1784,1,3,1,8,0
1785,0,6,1,7,0
1786,0,8,0,0,0
1787,0,3,9,5,0
1788,0,6,7,7,0
1789,1,0,4,0,0
1790,0,7,5,4,0
1791,0,7,5,1,0
1792,0,6,2,7,0
1793,1,1,8,1,0
1794,0,3,7,7,0
1795,1,1,1,5,0
1796,1,3,1,0,0
1797,0,4,6,9,0
1798,1,1,4,8,0
1799,1,0,6,7,0
1800,1,7,7,5,0
1801,0,7,0,0,0
1802,1,0,1,6,0
1803,0,7,8,1,0
1804,1,0,6,7,0
1805,1,0,0,4,0
1806,0,7,8,4,0
1807,0,3,8,2,0
1808,1,5,5,8,0
1809,1,0,7,3,0
1810,1,0,0,0,0
1811,1,0,8,9,0
1812,1,7,0,3,0
1813,0,2,8,2,0
1814,1,1,7,4,0
1815,0,7,1,9,0
1816,1,3,3,8,0
1817,1,0,8,3,0
1818,0,5,0,9,0
1819,0,8,0,2,0
1820,0,9,5,0,0
1821,0,2,0,6,0
1822,0,5,5,0,0
1823,1,8,2,3,0
1824,1,1,3,6,0
1825,1,1,8,9,0
1826,1,3,3,0,0
1827,1,6,5,3,0
1828,1,4,8,5,0
1829,0,4,6,5,0
1830,1,3,8,9,0
1831,0,7,8,7,0
1832,0,3,5,5,0
1833,0,4,6,0,0
1834,1,5,1,9,0
1835,1,4,9,8,0
1836,1,6,6,7,0
1837,1,2,0,0,0
1838,0,5,4,1,0
1839,1,1,6,8,0
1840,0,8,0,1,0
1841,1,2,7,0,0
1842,0,6,4,8,0
1843,0,7,0,5,0
1844,1,7,9,8,0
1845,1,1,2,1,0
1846,0,8,4,4,0
1847,0,5,8,1,0
1848,0,7,6,9,0
1849,1,0,3,4,0
1850,0,0,7,7,0
1851,0,8,6,0,0
1852,1,3,2,9,0
1853,1,0,8,5,0
1854,0,9,6,6,0
1855,0,7,9,4,0
1856,1,7,2,2,0
1857,1,8,4,1,0
1858,1,1,4,4,0
1859,0,2,3,5,0
1860,0,5,1,5,0
1861,1,4,9,1,0
1862,1,8,3,6,0
1863,0,7,3,1,0
1864,0,5,7,6,0
1865,0,5,4,3,0
1866,0,3,7,5,0
1867,0,7,1,2,0
1868,0,9,2,3,0
1869,0,5,2,3,0
1870,0,5,8,7,0
1871,0,4,7,1,0
1872,1,2,7,3,0
1873,1,2,0,0,0
1874,1,4,5,1,0
1875,1,0,5,7,0
1876,1,1,9,3,0
1877,1,0,3,3,0
1878,1,6,3,6,0
1879,0,9,7,6,0
1880,1,2,1,8,0
1881,0,7,5,6,0
1882,0,1,2,0,0
1883,0,8,5,5,0
1884,1,8,8,4,0
1885,1,1,3,4,0
1886,1,5,8,7,0
1887,1,0,6,6,0
1888,0,6,9,8,0
1889,1,5,6,7,0
1890,0,5,7,2,0
1891,1,0,3,3,0
1892,1,3,8,6,0
1893,0,5,4,6,0
1894,1,4,8,3,0
1895,0,7,7,2,0
1896,1,2,5,6,0
1897,0,9,4,0,0
1898,0,6,4,9,0
1899,0,5,3,2,0
1900,1,3,9,6,0
1901,1,8,1,9,0
1902,0,5,5,0,0
1903,1,0,2,4,0
1904,0,3,2,3,0
1905,0,8,4,9,0
1906,1,1,0,6,0
1907,1,8,4,8,0
1908,1,2,1,9,0
1909,0,1,5,6,0
1910,1,1,8,6,0
1911,1,7,4,1,0
1912,1,2,9,5,0
1913,0,6,9,4,0
1914,0,9,2,0,0
1915,1,1,1,3,0
1916,1,0,6,4,0
1917,0,7,4,2,0
1918,0,5,4,7,0
1919,0,6,5,0,0
1920,1,0,2,6,0
1921,1,2,2,7,0
1922,1,6,6,2,0
1923,0,5,9,4,0
1924,0,6,1,5,0
1925,1,1,1,6,0
1926,1,1,3,1,0
1927,0,6,3,9,0
1928,0,9,9,8,0
1929,1,1,8,1,0
1930,1,8,0,9,0
1931,0,5,6,0,0
1932,0,9,8,6,0
1933,1,0,6,4,0
1934,0,7,2,8,0
1935,1,4,5,9,0
1936,1,0,7,4,0
1937,0,5,0,7,0
1938,0,7,5,5,0
1939,1,4,7,8,0
1940,1,2,8,3,0
1941,1,2,8,1,0
1942,0,6,9,0,0
1943,1,4,8,3,0
1944,1,0,8,6,0
1945,1,0,0,3,0
1946,1,2,9,5,0
1947,1,2,5,1,0
1948,1,5,5,5,0
1949,0,9,8,9,0
1950,0,6,8,6,0
1951,1,0,0,6,0
1952,1,1,8,6,0
1953,0,2,9,7,0
1954,1,6,4,1,0
1955,0,2,4,7,0
1956,1,5,2,9,0
1957,0,9,1,9,0
1958,0,2,3,2,0
1959,0,8,6,6,0
1960,1,6,8,2,0
1961,0,7,2,6,0
1962,0,6,2,6,0
1963,1,2,0,6,0
1964,1,0,8,0,0
1965,0,4,0,8,0
1966,0,4,8,9,0
1967,0,7,2,4,0
1968,1,2,3,2,0
1969,0,7,9,9,0
1970,0,4,9,5,0
1971,0,9,1,9,0
1972,1,3,2,8,0
1973,1,3,8,0,0
1974,0,6,4,5,0
1975,0,2,5,8,0
1976,0,5,1,2,0
1977,1,0,5,7,0
1978,0,8,8,4,0
1979,1,1,0,9,0
1980,0,7,1,8,0
1981,1,6,4,9,0
1982,0,7,7,4,0
1983,0,9,0,2,0
1984,0,8,9,1,0
1985,0,5,5,0,0
1986,0,9,1,8,0
1987,0,2,4,8,0
1988,0,2,6,0,0
1989,0,7,9,7,0
1990,1,2,8,6,0
1991,1,3,4,7,0
1992,1,3,3,8,0
1993,1,6,8,0,0
1994,1,3,1,0,0
1995,0,5,9,7,0
1996,0,4,8,5,0
1997,0,8,8,2,0
1998,0,9,9,0,0
1999,1,1,3,8,0
2000,1,1,4,8,0
2001,0,9,4,3,0
2002,0,1,6,0,0
2003,0,5,1,9,0
2004,0,8,5,4,0
2005,0,3,4,1,0
2006,0,8,4,0,0
2007,0,8,7,6,0
2008,1,4,1,3,0
2009,1,6,4,7,0
2010,0,6,9,1,0
2011,1,4,6,1,0
2012,1,0,5,7,0
2013,0,8,1,1,0
2014,1,4,2,5,0
2015,1,2,0,7,0
2016,0,2,0,1,0
2017,1,1,3,0,0
2018,0,9,5,7,0
2019,1,4,3,9,0
2020,0,3,2,2,0
2021,0,0,9,8,0
2022,1,3,8,0,0
2023,0,6,6,9,0
2024,1,0,1,6,0
2025,1,2,7,4,0
2026,0,8,7,7,0
2027,0,6,0,1,0
2028,1,1,5,1,0
2029,0,6,7,2,0
2030,0,3,7,5,0
2031,0,6,1,9,0
2032,1,1,1,1,0
2033,1,1,3,0,0
2034,1,0,6,3,0
2035,0,9,6,3,0
2036,1,1,1,1,0
2037,1,5,8,7,0
2038,1,1,9,4,0
2039,0,5,0,5,0
2040,1,2,9,1,0
2041,1,1,7,1,0
2042,1,2,4,8,0
2043,1,2,5,7,0
2044,1,6,4,9,0
2045,1,3,0,3,0
2046,0,9,6,3,0
2047,1,5,2,8,0
2048,0,5,2,8,0
2049,0,4,0,7,0
2050,0,9,0,1,0
2051,0,7,4,0,0
2052,0,2,8,3,0
2053,1,3,4,8,0
2054,1,1,8,1,0
2055,0,6,3,3,0
2056,1,0,3,2,0
2057,1,5,9,4,0
2058,1,0,5,4,0
2059,1,0,0,2,0
2060,0,1,7,2,0
2061,1,1,7,3,0
2062,1,6,1,7,0
2063,1,4,4,2,0
2064,0,3,0,6,0
2065,1,1,0,3,0
2066,1,1,4,6,0
2067,0,8,4,5,0
2068,0,4,4,6,0
2069,1,2,3,8,0
2070,0,9,0,3,0
2071,1,6,7,2,0
2072,1,0,1,6,0
2073,0,9,2,4,0
2074,1,6,4,4,0
2075,1,3,7,7,0
2076,0,8,6,6,0
2077,1,0,0,2,0
2078,0,9,2,4,0
2079,0,8,2,6,0
2080,1,0,6,3,0
2081,1,5,1,9,0
2082,0,9,3,6,0
2083,1,2,2,1,0
2084,1,3,5,6,0
2085,1,0,1,7,0
2086,0,1,0,2,0
2087,0,4,1,6,0
2088,1,3,8,2,0
2089,0,6,7,1,0
2090,1,2,9,2,0
2091,1,1,4,6,0
2092,0,9,5,0,0
2093,0,4,9,1,0
2094,0,4,9,9,0
2095,0,5,5,4,0
2096,0,7,8,2,0
2097,1,2,0,5,0
2098,0,7,6,1,0
2099,1,3,2,2,0
2100,1,7,7,5,0
2101,1,6,3,9,0
2102,0,4,9,3,0
2103,1,1,4,2,0
2104,1,1,1,2,0
2105,0,8,9,4,0
2106,1,1,7,5,0
2107,1,1,4,1,0
2108,1,7,6,2,0
2109,1,1,0,4,0
2110,1,2,0,4,0
2111,1,3,1,0,0
2112,1,2,8,8,0
2113,1,2,7,1,0
2114,0,4,6,9,0
2115,1,4,5,7,0
2116,1,4,5,8,0
2117,0,8,7,5,0
2118,1,8,0,3,0
2119,1,6,3,8,0
2120,1,1,8,9,0
2121,1,3,0,7,0
2122,0,7,5,8,0
2123,1,2,0,9,0
2124,1,0,3,8,0
2125,0,9,9,9,0
2126,0,7,6,3,0
2127,0,7,6,9,0
2128,0,6,1,0,0
2129,1,3,6,6,0
2130,1,0,1,5,0
2131,1,5,4,4,0
2132,1,3,6,9,0
2133,1,3,8,0,0
2134,1,1,7,6,0
2135,1,8,0,3,0
2136,0,8,6,0,0
2137,0,7,0,0,0
2138,0,8,4,2,0
2139,1,4,8,2,0
2140,1,3,6,8,0
2141,1,4,5,4,0
2142,1,7,6,0,0
2143,0,8,9,2,0
2144,0,9,2,5,0
2145,1,4,5,6,0
2146,0,9,8,0,0
2147,0,5,5,8,0
2148,0,9,4,8,0
2149,0,9,9,2,0
2150,1,2,2,7,0
2151,1,1,1,6,0
2152,1,2,5,0,0
2153,1,7,2,4,0
2154,0,2,2,8,0
2155,0,3,6,7,0
2156,0,6,9,8,0
2157,1,5,1,7,0
2158,1,7,4,6,0
2159,1,3,1,4,0
2160,0,7,5,1,0
2161,1,4,6,4,0
2162,1,4,6,4,0
2163,1,4,4,5,0
2164,0,8,9,2,0
2165,0,5,0,8,0
2166,0,4,3,5,0
2167,1,4,5,7,0
2168,0,3,9,0,0
2169,0,9,5,9,0
2170,0,6,5,3,0
2171,1,2,4,0,0
2172,0,8,8,8,0
2173,0,5,2,5,0
2174,0,8,0,2,0
2175,0,4,7,8,0
2176,1,4,1,3,0
2177,1,1,8,8,0
2178,0,4,1,1,0
2179,0,8,2,4,0
2180,1,2,3,9,0
2181,1,4,1,6,0
2182,1,7,9,3,0
2183,0,9,9,2,0
2184,0,5,4,9,0
2185,0,3,5,0,0
2186,1,6,8,6,0
2187,1,1,0,1,0
2188,1,6,1,6,0
2189,0,4,5,5,0
2190,1,1,0,7,0
2191,1,0,8,5,0
2192,0,4,8,0,0
2193,1,8,8,0,0
2194,0,2,4,1,0
2195,1,5,4,8,0
2196,0,5,0,9,0
2197,1,5,5,3,0
2198,0,8,7,7,0
2199,1,6,9,1,0
2200,1,8,3,5,0
2201,1,4,2,8,0
2202,0,8,9,3,0
2203,0,4,1,5,0
2204,0,7,3,8,0
2205,1,4,9,8,0
2206,1,1,2,4,0
2207,1,2,1,6,0
2208,0,6,6,0,0
2209,1,1,5,8,0
2210,0,9,8,8,0
2211,0,9,3,5,0
2212,1,6,9,8,0
2213,1,3,5,6,0
2214,1,1,0,0,0
2215,1,4,2,9,0
2216,1,0,1,2,0
2217,1,6,1,8,0
2218,0,8,2,0,0
2219,0,9,4,9,0
2220,1,7,1,9,0
2221,0,4,5,5,0
2222,1,7,8,0,0
